uid,total_facebook_statuses,account_membership_period,service_support_calls,number_of_snaps,total_whatsapp_charge,sub_country_code,total_twitter_tweets,country,total_email_characters,email_plan,total_whatsapp_msg_characters,social_account_number,total_whatsapp_msgs,total_facebook_charge,total_twitter_charge,snapchat_plan,total_email_charge,total_twitter_tweet_characters,total_emails,total_facebook_status_characters,turn_anti_social
1727,97,106,2,0,7.29,415,99,HI,8.8,no,162.1,352-8508,80,25.14,17.79,no,2.38,209.3,5,147.9,0
1728,59,72,4,33,7.35,510,98,WV,6.2,no,163.3,418-6651,117,16.42,26.81,yes,1.67,315.4,4,96.6,1
1729,63,100,4,0,10.94,510,67,FL,12.8,no,243.1,420-7823,74,18.19,8.98,no,3.46,,3,107,1
1730,102,125,0,0,,415,87,MD,8,no,198.9,405-1821,105,38.23,12.22,no,2.16,143.8,2,224.9,0
1731,111,169,2,0,10.29,415,130,HI,9.9,no,228.6,334-3289,92,30.46,14.89,no,2.67,175.2,6,179.2,0
1732,127,101,1,0,10.85,510,104,HI,10.7,no,241.1,342-5906,116,15.95,12.75,no,2.89,150,2,93.8,0
1733,80,127,1,23,,415,85,ND,9.8,no,156.9,399-1021,82,30.94,18.37,yes,2.65,216.1,4,182,0
1734,124,105,0,0,,415,96,HI,8.7,no,202.8,401-7359,109,47.82,25.63,no,2.35,301.5,3,281.3,1
1735,67,165,0,0,6.76,510,89,OH,12.8,no,150.2,378-8567,88,35.6,23.27,no,3.46,273.8,1,209.4,0
1736,96,105,1,27,12.35,415,94,NE,11.4,no,274.4,397-7500,101,24,14.25,yes,3.08,,2,141.2,0
1737,89,77,2,29,6.68,510,97,ID,9.7,no,148.4,399-7029,106,35.89,19,yes,2.62,223.5,9,211.1,0
1738,125,94,4,23,12.7,510,136,WV,9.5,yes,282.2,355-5009,103,33.51,18.23,yes,2.57,214.5,5,197.1,0
1739,112,82,0,0,11.45,415,120,CA,7,no,254.4,394-9220,117,33.88,16.44,no,1.89,193.4,10,199.3,0
1740,103,160,2,0,8.02,415,121,MO,,no,178.2,347-5063,92,29.1,20.7,no,3.51,243.5,3,171.2,0
1741,92,86,1,0,12.2,510,95,WA,9,no,271.2,387-6498,96,25.59,10.23,no,2.43,120.3,2,150.5,0
1742,111,160,3,0,5.36,415,61,MD,11.5,no,119.1,348-3338,81,43.52,15.93,no,3.11,187.4,4,256,0
1743,91,149,3,0,10.21,510,74,KS,9.6,no,226.9,340-3500,99,37.01,23.25,no,2.59,273.5,3,,0
1744,92,123,3,0,9.67,415,102,DC,9.8,no,214.8,406-8599,104,35.87,18.45,no,2.65,217,7,,0
1745,88,75,4,0,8.19,510,120,PA,13.3,no,182.1,353-9998,119,18.53,22.04,no,3.59,259.3,3,109,1
1746,132,149,0,20,,415,94,SC,10.2,no,149.9,370-8676,110,25.13,23.53,yes,2.75,276.8,6,147.8,0
1747,134,147,2,35,9.54,415,99,MT,10.1,no,212.1,408-8269,90,33.54,11.99,yes,2.73,141.1,4,197.3,1
1748,138,41,1,0,8.69,510,83,SC,11.9,no,193,353-2391,105,35.22,18.2,no,3.21,214.1,4,207.2,0
1749,88,132,1,0,8.81,510,124,MN,,no,195.7,406-4720,120,20.66,21.51,no,2.89,253,4,121.5,0
1750,105,24,3,29,5.81,408,114,ID,7.2,no,129,341-9396,105,40.17,16.22,yes,1.94,190.8,2,236.3,0
1751,125,176,2,0,7.34,408,90,OK,10.5,no,163.1,367-7039,107,8.06,14.26,no,2.84,,8,47.4,0
1752,115,73,1,0,5.41,415,97,UT,18,no,120.2,394-9934,113,30.99,16.93,no,4.86,199.2,5,,0
1753,102,99,0,0,7.34,510,102,AR,11.3,yes,163.1,387-2604,93,41.19,29.83,no,3.05,350.9,3,242.3,1
1754,91,88,1,0,7,415,127,ME,,no,155.6,420-5179,125,32.64,10.85,no,2.03,127.6,5,192,0
1755,115,119,2,0,9.76,408,99,PA,13.9,no,216.8,342-4122,86,48.81,13.54,no,3.75,159.3,1,287.1,1
1756,104,122,2,34,9.9,415,103,NJ,15.6,no,220,327-9341,91,24.89,7.62,yes,4.21,89.7,4,146.4,0
1757,110,195,0,36,9.08,415,88,VT,12.1,no,201.7,377-7843,89,39.39,19.13,yes,3.27,225.1,2,,0
1758,100,55,2,0,8.68,510,121,NM,6.9,no,192.9,382-5478,122,48.74,11.42,no,1.86,134.4,5,286.7,0
1759,144,30,1,0,,415,118,NM,11.4,no,169.7,405-8370,93,28.88,19.14,no,3.08,225.2,7,169.9,0
1760,79,87,1,40,10.01,415,74,ND,11.5,yes,222.4,343-4147,124,37.67,13.35,yes,3.11,157.1,3,221.6,0
1761,66,76,1,0,7.43,415,121,MD,12,yes,165.2,400-7002,84,46.46,22.41,no,3.24,263.6,7,273.3,1
1762,94,50,3,0,6.83,510,104,TX,11.6,no,151.8,395-6002,124,32.11,17.33,no,3.13,203.9,8,188.9,0
1763,100,91,3,0,4.04,415,107,IL,9.9,no,89.7,373-4483,89,32.18,20.34,no,2.67,239.3,3,189.3,0
1764,92,98,5,0,10.48,415,152,MD,12.4,no,232.8,338-6283,115,35.11,14.98,no,3.35,176.2,5,206.5,0
1765,108,195,0,0,8.28,415,88,UT,5.1,no,184,355-3620,99,10.74,18.72,no,1.38,220.2,3,63.2,0
1766,105,134,1,40,13.05,415,61,AZ,10.8,no,290,332-6633,96,24.29,7.53,yes,2.92,88.6,6,,0
1767,89,112,4,31,11.24,415,117,SC,,no,249.7,408-5601,87,38.28,21.83,yes,3.11,256.8,1,225.2,0
1768,125,67,0,0,,415,86,TN,10.9,no,272.8,414-9717,97,30.57,14.72,no,2.94,173.2,4,179.8,0
1769,100,57,2,0,10.43,510,110,TN,11.9,no,231.7,337-7739,101,25.38,17.02,no,3.21,200.2,3,149.3,0
1770,114,75,1,0,4.86,415,61,GA,12.2,no,107.9,333-7637,82,19.94,17.09,no,3.29,201.1,3,117.3,0
1771,140,88,2,45,13.91,408,101,MA,12.8,no,309.2,383-5109,123,13.65,13.03,yes,3.46,153.3,3,80.3,0
1772,111,46,3,0,9.48,510,83,IA,10.2,no,210.6,380-5873,84,33.86,14.88,no,2.75,175.1,2,199.2,0
1773,116,68,1,0,6.23,510,101,WY,15.1,no,138.4,398-4538,134,33.22,18.03,no,4.08,212.1,11,195.4,0
1774,91,134,2,0,8.74,408,105,CT,8.9,no,194.3,398-8578,113,30.12,19.44,no,2.4,228.7,3,177.2,0
1775,65,107,1,0,4.83,415,80,WA,8.5,no,107.3,411-7110,88,39.17,21.88,no,2.3,257.4,3,230.4,0
1776,95,119,5,15,3.7,415,110,NM,8.7,yes,82.3,352-5118,107,27.2,17.81,yes,2.35,209.5,5,160,1
1777,95,92,0,47,9.16,415,130,WV,10.2,no,203.6,361-1404,95,24.07,17.67,yes,2.75,,11,141.6,0
1778,117,98,4,0,,408,113,AL,12.1,no,227.7,383-1509,113,27.37,16.23,no,3.27,190.9,4,161,0
1779,138,84,4,35,7.4,415,116,MO,7.5,no,164.5,406-8665,107,35.28,17.09,yes,2.03,201,16,207.5,0
1780,87,101,1,0,9.66,415,88,KS,7.2,no,214.6,347-9968,69,39.32,19.1,no,1.94,224.7,7,231.3,0
1781,58,97,0,0,12.59,415,91,CT,12.1,no,279.8,374-7285,105,36.6,20.6,no,3.27,242.4,9,215.3,0
1782,40,67,1,20,,510,58,UT,9.4,no,162.2,414-9027,115,39.2,16.07,yes,2.54,189.1,2,230.6,0
1783,96,197,0,0,8.23,415,111,IA,,no,182.9,376-2922,109,39.76,18.61,no,2.57,218.9,3,233.9,0
1784,129,98,1,0,,408,113,OH,12.5,no,172.3,368-1288,94,28.05,17.22,no,3.38,202.6,7,165,1
1785,90,69,2,0,7.69,510,91,WI,8.4,yes,171,418-6455,118,47.57,21.14,no,2.27,248.7,10,279.8,1
1786,99,105,3,24,13.48,415,118,KY,10.8,no,299.6,404-6357,109,46.7,16.45,yes,2.92,193.5,3,274.7,0
1787,107,104,2,0,10.17,415,85,PA,17,no,226,396-1800,94,24.57,15.34,no,4.59,180.5,6,144.5,0
1788,69,76,1,0,10.81,415,110,KY,9.6,no,240.3,407-8575,85,34.68,19.13,no,2.59,225.1,5,,0
1789,89,75,2,0,11.76,415,104,RI,10.7,no,261.4,333-9826,91,20.88,17.96,no,2.89,211.3,2,122.8,0
1790,132,24,0,0,8.34,415,129,HI,16.2,no,185.4,329-8788,136,40.05,9.85,no,4.37,115.9,2,235.6,0
1791,117,162,1,0,8.4,510,121,VT,10.5,no,186.7,375-2165,89,37.5,13.19,no,2.84,,11,220.6,0
1792,117,44,0,0,,408,94,VA,10.7,no,164.6,356-4146,84,34.78,17.44,no,2.89,205.2,5,204.6,0
1793,116,88,3,0,9.66,510,74,NJ,7.8,no,214.7,344-6258,90,24.53,13.29,no,2.11,,10,144.3,0
1794,88,86,0,16,9.7,408,129,AR,11.3,no,215.5,329-8115,82,24.77,16.24,yes,3.05,191,7,145.7,0
1795,103,139,0,0,,415,108,NE,5.6,no,193.9,375-9930,70,35.89,17.59,no,1.51,,4,,0
1796,92,92,2,33,10.29,415,92,DE,12.1,no,228.7,361-9845,104,41.33,18.17,yes,3.27,213.8,2,,0
1797,102,67,1,0,9.65,415,95,NM,8.6,no,214.5,404-7518,106,36.64,16.21,no,2.32,190.7,6,215.5,0
1798,107,85,2,0,15.71,408,126,WI,9.6,yes,349.2,381-5878,110,28.12,16.66,no,2.59,196,7,165.4,0
1799,103,80,1,0,11.03,415,109,VT,10.7,no,245.1,342-7514,88,27.3,20.15,no,2.89,237,1,160.6,0
1800,103,136,2,0,9.02,408,113,OH,10.4,yes,200.4,392-1547,122,31.18,12.06,no,2.81,141.9,9,183.4,0
1801,97,125,2,0,13.87,415,100,CO,7.7,no,308.2,378-9029,119,22.41,11.62,no,2.08,136.7,6,131.8,0
1802,133,106,0,0,8.59,510,73,WV,,no,190.8,347-9738,92,33.12,18.14,no,3.11,,7,194.8,0
1803,112,56,1,0,6.32,415,118,RI,,no,140.5,383-6293,142,38.42,21.12,no,1.86,248.5,11,,0
1804,123,100,1,0,8.4,408,132,UT,10.2,no,186.7,384-1549,116,30.45,16.71,no,2.75,196.6,10,179.1,0
1805,113,1,0,0,3.29,408,77,SC,3.7,no,73.2,336-1043,81,21.05,20.08,no,1,236.2,2,123.8,0
1806,98,42,2,0,12.56,415,93,MO,8.8,no,279.2,410-5250,91,31.37,17.04,no,2.38,200.5,3,184.5,0
1807,139,138,3,33,8.39,510,79,OK,9.7,no,186.4,406-5532,71,26.38,22.81,yes,2.62,,4,155.2,0
1808,72,68,1,34,9.37,415,119,MS,6.1,no,208.3,375-3668,101,27.2,15.68,yes,1.65,184.5,10,160,0
1809,113,104,2,0,10.34,415,85,CO,5.5,no,229.8,377-2235,104,31.09,20.37,no,1.49,239.6,4,182.9,0
1810,68,1,1,26,7.82,415,67,SC,10,no,173.8,356-8621,113,24.92,14.69,yes,2.7,172.8,2,146.6,0
1811,125,92,0,0,8.15,415,111,PA,11.7,yes,181.2,409-2917,101,43.49,12.13,no,3.16,142.7,3,255.8,0
1812,73,72,0,0,9.49,415,78,MT,9.8,no,210.8,398-8385,89,43.01,18.64,no,2.65,219.3,4,,0
1813,69,40,1,31,,408,81,MA,7.5,no,120.3,351-7005,104,38.2,11.43,yes,2.03,134.5,5,224.7,1
1814,107,67,1,30,,415,104,WV,14.5,no,297,393-4843,93,22.03,19.81,yes,3.92,233,5,129.6,0
1815,108,46,1,0,6.59,510,77,WA,12.7,no,146.5,332-1502,111,15.37,23.48,no,3.43,276.2,2,90.4,0
1816,100,155,0,0,8.82,415,104,LA,8.9,no,196,334-1275,119,34.58,16.23,no,2.4,190.9,4,203.4,1
1817,125,63,1,0,9.51,415,59,AZ,9.4,no,211.4,407-7035,88,10.01,14.42,no,2.54,169.6,3,58.9,0
1818,102,73,2,0,11.4,510,110,KY,8.4,no,253.4,377-8309,71,39.9,16.63,no,2.27,195.7,8,234.7,0
1819,102,28,3,0,12.61,415,87,ME,9.7,no,280.2,402-5014,115,40.26,14.2,no,2.62,167.1,3,236.8,0
1820,138,109,0,26,12.63,415,111,MI,,yes,280.7,402-9691,76,36.92,12.37,yes,2.51,145.5,3,217.2,0
1821,76,61,0,16,6.65,510,58,OH,11.3,yes,147.7,327-5525,95,24.4,20.62,yes,3.05,242.6,3,,0
1822,91,64,2,27,7.41,408,98,NH,10.6,no,164.7,394-2445,86,30.96,14.42,yes,2.86,169.7,5,182.1,0
1823,86,67,0,41,6.99,415,93,NE,13.4,no,155.3,380-3311,108,29.7,13.65,yes,3.62,160.6,1,174.7,0
1824,94,121,3,0,10.86,408,121,CO,13.4,yes,241.3,409-4447,115,28.51,7.96,no,3.62,93.7,1,167.7,1
1825,117,130,0,30,7.1,408,141,IN,7.4,no,157.8,360-9005,103,31.45,21.21,yes,2,249.5,7,185,0
1826,73,102,4,0,7.41,408,114,SC,10.3,no,164.7,368-3078,116,29.67,18.16,no,2.78,213.7,5,174.5,0
1827,137,133,2,32,7.6,408,99,NC,,yes,168.9,344-3160,108,37.59,22.52,yes,4.16,264.9,4,221.1,1
1828,95,137,2,0,10.04,415,102,NV,12.3,yes,223.1,338-1027,81,22.97,11.4,no,3.32,134.1,2,135.1,1
1829,86,146,3,0,13.66,415,82,AK,12.2,no,303.5,397-5911,94,33.3,19.43,no,3.29,228.6,4,195.9,0
1830,134,124,1,0,8.2,510,113,NE,10,no,182.3,359-9223,111,32.52,22.23,no,2.7,261.5,3,191.3,0
1831,99,43,2,0,,510,149,MS,6.8,no,173.9,358-3691,126,27.12,10.17,no,1.84,119.7,3,159.5,0
1832,97,117,1,0,9.71,408,80,LA,8.7,no,215.8,335-4719,90,31.37,29.89,no,2.35,351.6,4,184.5,0
1833,101,122,2,0,10.68,415,121,MN,13.1,no,237.4,389-2477,89,39.8,17.02,no,3.54,,9,234.1,0
1834,95,59,3,0,12.3,415,65,TN,5,no,273.4,399-5564,97,27.35,21.35,no,1.35,251.2,5,160.9,0
1835,83,138,1,26,8.36,510,93,KS,15,no,185.7,363-8715,125,31.26,20.46,yes,4.05,240.7,3,183.9,0
1836,109,111,0,0,10.43,408,106,CA,11.6,no,231.8,329-9067,78,42.47,20.6,no,3.13,242.4,4,249.8,1
1837,112,100,4,0,11.49,408,102,VT,12,yes,255.3,340-9449,95,37.3,19.18,no,3.24,225.7,4,219.4,0
1838,105,132,1,0,12.59,415,116,KS,13,no,279.8,420-9973,105,32.32,15.49,no,3.51,,2,190.1,0
1839,80,68,2,0,9.7,510,65,OH,15.5,no,215.6,380-9990,84,24.41,11.42,no,4.19,,5,143.6,0
1840,88,32,1,0,5.96,408,132,TX,12.8,no,132.5,396-4311,102,26.84,15.37,no,3.46,180.8,3,,0
1841,117,129,1,0,3.67,415,129,NJ,11.8,no,81.6,348-9828,100,28.63,18.45,no,3.19,217.1,7,168.4,0
1842,124,61,4,27,10.16,510,103,MS,6.4,no,225.7,414-8718,129,31.88,12.46,yes,1.73,146.6,6,187.5,1
1843,140,142,1,0,6.88,415,119,MI,10.9,yes,152.9,358-2694,88,23.94,19.43,no,2.94,228.6,7,140.8,0
1844,133,224,3,0,9.77,510,66,ID,5.5,no,217.2,360-8919,106,18.94,14.88,no,1.49,175,6,,0
1845,110,115,0,26,11.77,415,133,MI,4.5,no,261.6,402-4501,100,26.38,19.63,yes,1.22,230.9,4,155.2,0
1846,107,124,3,0,8.5,415,112,WV,8.8,no,188.8,358-5274,102,26.76,14.26,no,2.38,167.8,3,157.4,0
1847,91,140,3,0,9.42,408,106,AZ,11.2,no,209.3,411-4674,128,29.44,16.73,no,3.02,196.8,5,173.2,0
1848,97,91,3,23,8.57,510,88,AL,12.3,no,190.5,378-5633,128,39.51,15.81,yes,3.32,186,3,232.4,0
1849,115,123,3,0,8.88,408,86,MD,8.3,no,197.4,369-7049,60,35.17,19.07,no,2.24,224.4,2,206.9,0
1850,75,165,1,0,,408,93,ME,10.3,no,311.6,350-2012,93,25.59,16.41,no,2.78,193.1,2,150.5,0
1851,89,136,3,0,3.26,408,96,MA,11,yes,72.4,367-8168,84,33.93,17.97,no,2.97,211.4,4,199.6,1
1852,147,72,0,0,5.08,415,121,KY,13.1,no,112.8,418-8770,125,33.73,18.44,no,3.54,216.9,4,198.4,0
1853,104,146,4,0,2.13,510,122,OK,3.9,no,47.4,377-4975,73,23.53,13.51,no,1.05,158.9,9,138.4,1
1854,114,55,4,45,6.37,510,94,FL,11,no,141.6,364-7644,114,22.19,17.71,yes,2.97,208.4,5,130.5,1
1855,103,97,4,0,10.79,510,93,PA,11,yes,239.8,365-7774,120,24.65,25.02,no,2.97,294.3,2,145,1
1856,80,98,4,0,13.13,415,104,MO,11.9,no,291.8,354-3237,89,37.6,18.16,no,3.21,213.6,3,221.2,0
1857,72,143,4,0,6.91,408,99,RI,10.5,no,153.5,332-2889,109,28.53,17.94,no,2.84,211,6,167.8,1
1858,90,126,4,30,6.92,415,97,MT,12.8,no,153.8,344-3466,97,26.08,12.87,yes,3.46,,4,153.4,1
1859,113,125,2,0,9.28,415,131,VT,,no,206.2,372-4722,112,21.54,13.22,no,3.89,155.5,7,126.7,0
1860,117,138,3,0,10.1,510,128,NV,17,no,224.5,395-8595,115,29.14,9.79,no,4.59,115.2,4,171.4,0
1861,105,44,0,34,10.25,415,85,IL,14,no,227.7,350-6639,62,37.71,13.74,yes,3.78,161.7,7,221.8,0
1862,112,158,1,0,9.45,408,82,MN,8.2,no,210,372-6623,93,35.68,18.81,no,2.21,221.3,3,209.9,0
1863,120,120,2,0,6.83,415,106,OR,9.6,no,151.8,368-8283,96,42.84,12.77,no,2.59,,1,252,0
1864,83,39,0,0,9.28,408,114,RI,6.5,no,206.2,417-9455,104,15.86,16.97,no,1.76,,4,93.3,0
1865,114,101,5,0,6.9,415,123,NC,11.5,no,153.3,354-2985,122,39.56,15.84,no,3.11,186.4,6,232.7,0
1866,85,93,0,0,10.49,415,95,NJ,11.5,no,233,405-3533,82,24.87,18.41,no,3.11,216.6,3,146.3,0
1867,81,137,1,0,11.39,510,94,WI,9.1,no,253.1,382-1227,77,26.44,11.31,no,2.46,133.1,2,155.5,0
1868,100,34,2,14,8.99,415,126,MT,10.7,no,199.8,372-4203,120,25.76,21.14,yes,2.89,,5,151.5,0
1869,101,98,0,0,9.29,408,93,FL,0,no,206.5,416-7452,88,48.98,11.72,no,0,137.9,0,288.1,0
1870,85,114,1,0,,408,110,IN,11.7,no,166.2,362-8886,122,34.65,7.46,no,3.16,87.8,4,203.8,0
1871,91,90,1,0,6.44,408,94,WI,11.4,no,143.1,400-5831,80,10.42,16.52,no,3.08,194.4,9,,0
1872,126,37,4,0,5.31,415,110,TN,6.8,no,118,413-2238,98,37.57,17.38,no,1.84,204.5,3,221,0
1873,82,117,0,17,11.82,415,100,OR,4.4,no,262.7,402-2482,87,37.62,14.25,yes,1.19,167.6,4,221.3,0
1874,105,157,4,0,7.43,415,127,AZ,11.5,no,165.1,389-9783,113,37.52,10.14,no,3.11,,7,220.7,0
1875,116,166,0,0,5.91,415,93,MD,11.3,no,131.4,381-1328,108,23.14,15.42,no,3.05,181.4,4,136.1,0
1876,99,95,1,0,11.04,408,106,KY,12.5,no,245.3,401-7594,102,22.95,15.61,no,3.38,183.6,9,135,0
1877,88,194,0,0,8.64,408,118,OK,10.9,no,192.1,328-9869,81,27.59,18.16,no,2.94,213.7,2,162.3,0
1878,87,45,1,0,11.97,415,97,IA,13.3,no,265.9,399-5763,72,35.92,14.08,no,3.59,165.7,6,211.3,0
1879,93,104,1,0,10.02,415,54,NY,13.1,no,222.7,338-3781,94,26.55,16.41,no,3.54,193,5,156.2,0
1880,113,75,3,0,8.41,415,122,OK,10.1,yes,186.9,330-6626,121,28.34,12.61,no,2.73,148.3,3,166.7,0
1881,116,64,2,0,7.49,415,94,TX,10.1,no,166.5,382-8518,98,28.56,16.35,no,2.73,192.4,3,168,0
1882,95,175,1,0,14.1,415,74,ME,8.7,no,313.4,415-6127,108,22.44,19.65,no,2.35,231.2,10,132,0
1883,93,122,2,0,9.54,415,103,WY,8.7,no,211.9,357-7385,122,20.28,19.03,no,2.35,223.9,4,119.3,0
1884,103,110,2,40,10.57,408,128,SD,9,no,234.9,357-4078,98,34.44,10.1,yes,2.43,118.8,9,202.6,0
1885,99,123,1,39,,408,110,OH,15.4,no,108.9,396-6247,113,45.97,20.83,yes,4.16,245.1,7,270.4,0
1886,110,100,0,0,9.23,510,115,DC,12.1,yes,205.2,403-2455,99,11.65,28.65,no,3.27,337.1,9,,0
1887,76,35,2,37,10.26,510,98,OK,5,no,228,350-2340,136,30.8,15.1,yes,1.35,,3,181.2,0
1888,106,136,1,0,11.59,408,101,TX,10.1,no,257.5,335-4888,106,45.87,19.45,no,2.73,228.8,8,,1
1889,70,99,0,0,7.66,510,77,SC,10.6,no,170.2,397-4304,104,28.76,23.08,no,2.86,271.5,2,169.2,0
1890,68,105,2,33,5.44,408,140,ME,10.6,no,121,402-9982,131,35.63,12.49,yes,2.86,146.9,3,209.6,0
1891,99,128,0,0,7.42,415,120,MA,16,no,164.9,385-6778,76,33.25,22.76,no,4.32,267.8,2,195.6,0
1892,82,71,1,23,12.08,510,136,MT,14.1,no,268.4,363-1366,154,29.87,22.01,yes,3.81,258.9,7,175.7,0
1893,67,80,2,0,8.88,415,112,NE,15.9,no,197.3,356-7239,63,21.73,15.44,no,4.29,,2,127.8,0
1894,102,110,1,38,8.26,415,112,TX,9.7,no,183.5,399-8845,82,40.17,16.65,yes,2.62,195.9,6,236.3,0
1895,160,80,3,0,8.19,415,87,MT,9.3,no,182.1,361-8288,76,33.68,13.32,no,2.51,156.7,3,,0
1896,100,110,3,0,5.02,510,88,WA,6.3,no,111.6,335-4414,104,31.47,14.03,no,1.7,165.1,4,185.1,0
1897,126,64,1,0,,408,100,NY,9.7,no,154.5,422-7728,65,37.33,25.78,no,2.62,303.3,5,219.6,0
1898,78,116,2,23,12.5,415,121,AR,11.8,no,277.8,396-9279,104,43.01,11.81,yes,3.19,138.9,3,253,0
1899,130,139,2,0,6.13,415,131,WV,,no,136.3,403-9766,108,46.17,13.26,no,3.13,156,9,271.6,0
1900,92,130,0,12,8.78,415,102,TN,8.7,no,195.1,386-7456,101,24.12,19.46,yes,2.35,228.9,5,141.9,0
1901,105,134,0,0,11.43,408,90,OH,,no,253.9,355-6826,108,34.46,19.12,no,3.27,224.9,7,202.7,0
1902,45,73,0,0,9.03,415,87,SC,,no,200.7,344-9347,71,34.56,12.06,no,2.3,141.9,6,203.3,0
1903,104,65,1,29,9.45,510,81,MN,8.9,no,210,354-8491,96,26.88,27.39,yes,2.4,322.2,6,,0
1904,104,107,2,27,10.86,510,152,VA,14.4,no,241.3,330-2662,63,48.18,19.05,yes,3.89,224.1,7,283.4,0
1905,105,88,2,0,8.75,408,121,OH,9.2,no,194.4,354-3040,123,46.68,13.69,no,2.48,161.1,4,274.6,0
1906,127,153,0,0,9.48,510,121,LA,11.8,no,210.7,350-2075,130,28.36,12.2,no,3.19,143.5,4,166.8,0
1907,96,114,2,0,8.86,415,83,LA,,no,196.9,356-8982,119,28.76,12.74,no,1.24,149.9,4,169.2,0
1908,126,90,1,0,12.34,408,118,MN,4.6,no,274.2,421-5994,71,24.21,10.73,no,1.24,126.2,4,142.4,0
1909,69,146,1,0,10.27,408,98,WY,12.6,no,228.3,348-3581,80,18.53,22.59,no,3.4,265.8,2,109,0
1910,112,150,0,27,,408,80,MA,7.2,no,251.5,398-2148,111,35.67,13.18,yes,1.94,155,6,209.8,0
1911,99,75,0,0,7.14,415,83,OH,8.1,no,158.7,340-9803,104,25.6,25.63,no,2.19,301.5,5,150.6,0
1912,122,112,1,29,13.03,408,114,VA,11.5,no,289.5,380-5667,69,33.8,20.28,yes,3.11,238.6,5,198.8,0
1913,66,119,3,29,6.64,415,114,RI,7.6,no,147.6,329-3222,76,20.03,21.83,yes,2.05,256.8,3,117.8,0
1914,112,104,1,26,8.97,415,97,NY,11.1,no,199.3,391-1793,104,32.15,15.15,yes,3,178.2,4,189.1,0
1915,89,36,0,42,6.22,510,122,ME,20,yes,138.3,363-1069,126,33.46,21.67,yes,5.4,254.9,6,196.8,1
1916,98,79,2,0,9.96,415,68,SC,11.8,no,221.4,348-3830,128,22.9,16.12,no,3.19,189.7,5,134.7,0
1917,128,127,0,0,9.83,510,77,CA,0,no,218.5,388-4331,95,18.34,15.9,no,0,187,0,107.9,0
1918,105,43,0,0,7.1,415,104,WY,9.3,yes,157.8,329-9847,67,42.76,18.09,no,2.51,212.8,4,,0
1919,118,52,0,0,8.64,510,80,SD,11,yes,192,403-6187,53,42.74,16.71,no,2.97,,2,251.4,1
1920,101,130,0,0,9.41,408,105,TX,5.7,no,209.2,385-6175,64,42.84,14.47,no,1.54,170.2,5,252,0
1921,80,196,1,0,9.97,415,120,TN,10.3,no,221.6,340-8291,96,22.63,17.55,no,2.78,206.5,8,133.1,0
1922,111,148,1,0,12.48,415,133,ND,,yes,277.4,396-4234,62,37.18,13.23,no,2.21,155.6,5,218.7,0
1923,103,99,2,19,8.2,408,86,VT,7.3,no,182.3,389-2747,112,14.91,18.96,yes,1.97,223,4,87.7,0
1924,96,84,0,0,4.42,510,94,MD,10.6,no,98.2,369-2899,70,28.82,13.4,no,2.86,157.6,7,169.5,0
1925,89,125,2,0,8.41,408,127,NC,11.3,no,186.8,412-7020,73,36.09,18.31,no,3.05,215.4,2,212.3,0
1926,115,188,1,26,8.93,415,67,NM,,yes,198.5,369-6890,118,33.8,14.16,yes,3.89,166.6,3,198.8,1
1927,81,98,6,36,7.77,415,125,KY,8,no,172.7,333-3010,120,28.56,13.87,yes,2.16,163.2,2,168,1
1928,103,155,1,30,,408,110,OK,12.4,no,225.9,367-6136,96,10.47,21.68,yes,3.35,255.1,5,61.6,0
1929,106,1,5,0,6.85,415,106,TX,,no,152.3,396-4254,75,30.96,11.47,no,2.7,134.9,3,,1
1930,89,101,4,0,6.94,415,114,HI,9.7,no,154.3,400-5511,85,43.04,20.22,no,2.62,237.9,7,253.2,0
1931,112,118,2,0,9.78,415,105,VA,12.6,no,217.4,392-3315,102,26.28,15.66,no,3.4,184.2,5,154.6,0
1932,79,110,0,0,12.01,415,90,KS,14.5,yes,266.9,383-1657,91,49.86,16.02,no,3.92,188.5,4,293.3,1
1933,109,130,1,0,10.71,415,104,TX,9.5,no,238,359-5461,69,30.07,7.71,no,2.57,90.7,2,176.9,0
1934,111,56,1,0,,415,119,MO,14.3,no,182.3,331-5919,72,23.32,14.1,no,3.86,165.9,4,137.2,0
1935,102,133,0,0,5.03,510,90,DE,,no,111.7,333-2906,103,41.79,22.5,no,3.02,264.7,7,245.8,0
1936,89,145,1,0,10.2,415,119,MA,12.4,no,226.6,381-7003,69,29.89,23.32,no,3.35,274.3,4,175.8,0
1937,48,81,0,0,8.44,415,82,OR,13.1,no,187.6,406-4100,78,55.2,20.09,no,3.54,236.4,5,324.7,1
1938,124,167,4,0,9.74,415,108,WA,12.4,no,216.5,416-5660,64,28.76,14.73,no,3.35,173.3,4,169.2,1
1939,94,106,0,0,10.06,510,118,FL,8.8,no,223.5,389-6955,65,27.13,23.53,no,2.38,,3,159.6,0
1940,100,120,1,0,6.87,415,129,MA,10.5,no,152.7,413-5306,92,23.34,18.04,no,2.84,212.2,2,137.3,0
1941,98,38,2,36,8.31,408,83,KY,15.2,no,184.7,352-9947,79,19.62,14.13,yes,4.1,166.2,6,115.4,0
1942,122,154,3,0,8.01,510,71,MD,12,no,178,411-2977,105,26.27,18.21,no,3.24,214.2,2,154.5,1
1943,100,96,2,0,8.21,510,88,MS,7.6,no,182.5,420-5990,120,16.69,26.11,no,2.05,307.2,1,98.2,0
